,text,new_label
3131,দেশের আইন বালের আইন,bully
3132,উচিৎ আরেক চীন পাকিস্তান হওয়া ভারতকে ঔষুধ,bully
3133,গরু মার্কা বুদ্ধিজীবী সাংবাদিকরা কোথায় দেখেনাএই শিক্ষিত নামদারি মুসলিম শুয়ারের বাচ্চারা এদেশে সংখ্যালঘু নির্যাতন ঘুম হারাম হয়ে যায় ভারত অন্যকোন দেশে সংখ্যালঘুরা নির্যাতন তাদেরকে হারিকেন দিয়েও খুজে পাওয়া যায় কারন ভারত বার্মার সংখ্যালঘুরা মুসলিম অপরাধ,bully
3134,দরকার পারমানবিক অস্ত্র ভারতের মত ছেচরা জাতি পৃথিবীতে একটাও,bully
3135,দেশ ছোট ভারতের পিছিয়ে মুতার জন্যও তোদের সাথে সম্পর্ক রাখতাম,bully
3136,দেশে রেন্ডিয়ান বেজন্মা জন্ম মালাউন গরুর মুত খোর নরেনদ্র মোদির কনডম দুর্ঘটনার রেন্ডিয়ার দরদ উথলে,bully
3137,দেশে ভারতে সরকার সরকার থাকলে,bully
3138,দেশের এডমিনদের বলবো ভারত পাকিস্তানে একটা মারে লেখা লাগবে যাই পারলে ডেলিভারিটা লাইভ দেখায়েন,bully
3139,দেশের নেতা ভারতের সাথে তুলনা বাংলার ইতিহাসে উদাহরণ থাকলে দেখাও মন্ত্রী এম,bully
3140,নিজেদেরও এক সময় অবস্তা হয়েছিল ভারত সাহায্যের হাত বাড়িয়ে দিত কেমন অবস্তা হতোএজন্য মানবতার কথা ভেবে তাদেরকে সাহায্য বাংলাদেশ সরকারের হয়্ কারন দেশও একটা মুসলিম দেশ ক্ষতি হবেনা,bully
3141,প্রিয় ভূমি এভাবে খন্ডিত চাইলে এখনই সময় রুখে দাঁড়াবার,bully
3142,বাংলাদেশের মহান মুক্তিযুদ্ধের সময় সংকট কালে ভারত আমাদেরকে আশ্রয় দিয়ে সাহায্য করেছিল অন্ততঃ মানবিক দিক বিবেচনা রোহিংগাদেরকে আশ্রয় দেয়া উচিৎ,bully
3143,বিজ্ঞাপন টিভিতে দেখি ভারতে দেখায় বড় হারামজাদার দেশ,bully
3144,মান্য গন্য জগন্য প্রধানমন্ত্রী ভারতের মালাউন মারাগেছে খুবই সুচ্চার মায়ানমারে মুসলমানদের একটু আপসোস ওকি মালাউন মুমিন,bully
3145,হাসিনা বুবুর ভারতীয় হিন্দুদের জালা ট্রেন দুঘটনায় মালাইয়ন মরছে কিনা তাড়া তাড়ি শোক প্রকাশ মায়ার মারে মুসলিকে নিযাতন মারতেছে বুবু মুখ খোলেননি বুবুর হিন্দু নীতি বলি বুবুজান দিল্লির প্রডাকশান,bully
3146,আভিজ্ঞতা ভারত যতবারই ধরনের মিথ্যা প্রচারনা চালায় তথ বারই পাকিস্তান একটা ধোলাই দেয় ভারতীয় সেনাদের কয় চুপ কচ্চপের মত কল্লা বেরকরে পাকিস্তানে কযেক সেনা নিহত হয়েছে পাক জেনারেলরা মিথ্যা সংবাদ শুনার মাথা হয়ে গরম কচ্ছপ খাওয়া জ,bully
3147,উপায় যেহেতু ভারতীয়রা খোলা মাঠে টয়লেট সো এগুলো টয়লেট পেপার হিসেবে ইউস তাড়াতড়ি শেষ হয়ে,bully
3148,কথা একটা ওতো কথা বুঝিনা ভারতকে পাঠাও যাক,bully
3149,তাঁতিরা কিসে খুশি কথাটা বেশী চিন্তা একটা ফেঞ্চ শিফন পরার তাঁতির হাতে বোনা একটা শাড়ি পরতে পছন্দ সেখ হাসিনা প্রধানমন্ত্রীর তাতীদের সু নজর আশাকরি এলাকার তাতীরাতো সবাই এখনো বেচে উপড় একটু জলের ছিটা পড়লেই তাজা সুধু ভারতের সীমানা পেড়িয়ে নম্বর সস্তা শাড়ি বাংলাদেশের বাজারগরম বন্ধ করুন ফলাফল টাংগাইল সিরাজগঞ্জ পাবনা ঢাকা দেশের তাতীদের চলমান দুরবস্থা কিছুটা উন্নয়ন,bully
3150,দেশের মানুষ দিনে তিন বেলা দুমুঠো ভাত খেতে পায় দরদ সরকারের ভারতের চন্ডালদের একাত্তরের যুদ্ধে ভারত নিজ স্বার্থের জন্যই বাংলাদেশকে সাহায্য করেছিল,bully
3151,ভাইয়ের রক্তে ঢাকার রাজপথ রাঙালো ভোট,bully
3152,ভোট ইসলাম বিদ্বেষীদের,bully
3153,লাইন বুঝেন চীন বলেই পাকিস্তান আপনাদের বাঁশ চীনের হাত মাথার মাথা দাড়াচ্ছে আফ্রিকার দেশ চীনের সুবিধা নিচ্ছে পাকিস্তানের অস্ত্র চীনের দান মানতে ভারত ভাল বন্ধু,bully
3154,তোর জন্মের তুই হইলি রেন্ডিয়ার নাম্বার দালাল গাজা খোরের মত বকতেছস,bully
3155,ভারতীয় সেনাবাহিনী পাকিদের ভয় পায় কারন পাকিরা গত পরশু মারলো মারলো সেনার মাথা কেটে ড্রোন দিয়ে এফ অফিসের ফেললো বুঝা যায় ভারতীয়রা খালি বাংলাদের সাথে,bully
3156,খোমোতা থাকত ভারত নামের রাস্ট্র টা মুছে ফেলতাম প্রিথিবী,bully
3157,লোমা চিকিৎসা করাতে বিদেশ যায় চিকিৎসা বাংলাদেশ মানুষ জমি জমা বিক্রি ভারত বড় লোক বানিয়ে দিল,bully
3158,হাতে পতিদিন ভারতেরর মানুষ মার খাই একজন বাংলাদেশি,bully
3159,একটা জিনিশ চিন্তা পারছিনা ভারত ভারতীয়া মালুরা খাইতে পাইনা বাংলাদেশেরে শোহিজিতা,bully
3160,ইনশাআল্লাহ সৌদি আরব আছি জারজ সন্তান,bully
3161,কিন্তৃু বাংলার মুসলিমদের পাকিদের বিছ হিন্দুরা ভারত পাকি বিছদের,bully
3162,কুত্তা আওয়ামীলীগ নই সাথে আওয়ামীলীগের তুলনা,bully
3163,চাই যুদদে ভারত জয়ী হউক,bully
3164,চাইনা ছাড়তে ক্ষমতা যতই লাশ জনতা,bully
3165,জানি ভারতীয় মানুষ বাংলাদেশী মানুষ মানুষ ইন্ডিয়া হটেল আমন ভাব যেনন আফ্রিকা জজ্ঞল এসেছি জানি ভারত বুন্ধু রুপে সুত্রু সুধু বুন্ধু সরকার কারন ভারত ছাড়া সরকার খোমোতায় থাকতে পারবে দেশের গন জ্জিম্মি রেখেছে বলছি ন নি আসলে টিক হয়ে য়াবে য়োখন নির্বাচন হলল কলকাতা ঘ লাইভ প্রোগ্রাম দেখিছি য়েখানে একজন সেনা বাহিনির কর্নেল বলছে আগের ভারত সরকার ভুলে ন খোমতায় ভারত বিদ্রোহ করো সিমান্তে,bully
3166,ছোটো সবে ষষ্ঠ শ্রেনীতে উঠেছি তারপরও ক্রিকেট টা মোটামুটি বুঝতাম সনটা বিশ্বকাপ চলছিল খেলাটা বাংলাদেশ ভারত খেলার পূর্ব সংবাদ সম্মেলন সৌরভ গাঙ্গলি টিটকারি মেরে কথা তখনো দেশের কান্ডারি মাসরাফি বল্ল চাইনা সুধু এইটুকুই বলবো ধইরা দিমুনে,bully
3167,নিশ্চিত শালার মালু গন্জিকা সেবন মন্তব্য কিছুদিন ভারতে গন্জিকাকে সিদ্দি দেয়ার পার্লামেন্টে বিল উঠেছে,bully
3168,পাকিস্তান অনুরোদ ভারত আগুন দিয়ে জাল্লাও ভারতে মুসলিম নিজ্জতন,bully
3169,বলবো তাদেরকে বাংলাদেশে আসতে বাংলাদেকে রাখতে ভারত সালে বাংলাদেশিদেরপ্রবেশ দিত অবস্থা হতো,bully
3170,বুঝলামনা সিনপিং সাবমেরিন মোতায়েনের দরকার এমরিকার কারন এটার মধ্য নিউক্লিয়ার মিসাইল মানে ভারত ধংশ হয়ে মানে বাংলাদেশ খতির মুখে পরবে মালুদের কারনে হে মালু লও ঠেলা,bully
3171,ভারত পাকিস্তান কাশ্মীর ভর্ডার,bully
3172,তাদেরকে আশ্রয় উচিৎ কেননা মুক্তিযুদ্ধের সময় প্রতিবেশী ভারত আশ্রয় দিয়েছিল তেমনি দায়িত্ব আশ্রয় জানি আশ্রয় মত ঘনবসতি দেশের কষ্টকর তারপরেও তাদেরকে আশ্রয় উচিৎ মুসলিম একটা মানুষ দেখলেও আশ্রয় উচিৎ কথা আমরাও সাম্প্রদায়িক হামলাতে পিছিয়ে রোহিঙ্গাদের ভালবাসা সেইটা নিজ দেশের সংখ্যালঘু দের জন্যও দেখানো উচিৎ নাহলে অন্যদেশের সংখ্যালঘু হা,bully
3173,মনেকরি বাংলাদেশ সরকার রহিঙ্গাদের আশ্রায় খাদ্য চিকিৎসা মুক্তিযোদ্ধর সময় ভারত সাহায্য,bully
3174,বলবো ভারত হারামির হারামি,bully
3175,স্বাধীনতাটাকে খুঁজছি সময়ের পূর্ব পাকিস্তান আজকের বাংলাদেশ,bully
3176,হলপ বাংলাদেশের অবৈধ অভিবাসী ভারতে অবস্তান হয়তো নেহাত পাগল বাংলাদেশে ভারতীয় দালাল কিনা বড় অংকের টাকা খেয়ে কথা বলচে আরে সালার বাঙালী ভারতেই ভারতীয়রা সবাই ঘরবাড়ী ছেড়ে মন্দিরে,bully
3177,আমিও দেখি সুলতান সুলেমান স্টার জলসা প্লাস জি বাংলা বন্ধ করুন সুলতান সুলেমান হিন্দীতে বাংলা ভাষার প্রভাব পরবে একটা ভাল সিরিয়াল বন্ধ করায় ব্যস্ত পারলে একটা এরকম দেখান ভারতের চ্যানেল বন্ধ করুন আমাদেরই চ্যানেলেই,bully
3178,আমেরিকা ভারত এগিয়ে ভেবে তোদের লাভ,bully
3179,আমেরিকা রাশিয়া চীন ভাল বন্ধু ঔখানে ইন্ডিয়া চেটের বাল,bully
3180,আম্মাগো জামায়াতশিবির যেভাবে ক্ষেপছে ডর করতাছে আমেরিকা যাই,bully
3181,৫০ বছর পাকিস্তান নামে দেশ,bully
3182,থাকলে বাংলাদেশ ভারতের প্রদেশ,bully
3183,ইন্ডিয়ান টেলিভিশন তে যেসব বড়লোক দেখায় টাকার ফকির লাখ পাইলে যেই অবস্থা,bully
3184,প্রশ্ন সংখালঘু ভাইদের বাংলাদেশে হিন্দুরা বলিদেয় মুসলমনদের হারাম প্রানি খাবার খায় ভারতে গরু জবাই নাটক বানায়ে মুসল মান হত্যা হয়েছে আপনারা নিশ্চুপ মায়ানমার মানুষ মারাহছছে ধরসন গণহত্যা মানবাধিকার লংঘন হছছে আপনারা নিসচুপ তামাশা দেখছেন ইসলাম ইসলাম সবসম,bully
3185,এতোদিন ভারতবর্ষে শাসন করছিলেন সবাই ক্ষমতা দুরনিতী কালো টাকার পাহাড় এরাই বিপদে পরেছে সত্যর কঠিন বাস্তবতারা অমানুষ বেচে নিয়েছে দরিদ্র মানুষদের,bully
3186,রক্ত ঝরলে নিষিদ্ধ সন্ত্রাসী সংগঠন ছাত্রলীগকে,bully
3187,লাশ চাই হাসিনার,bully
3188,জেই ভারত শাসন করেছিল মুসলমানেরা ভারতে মুসলমানদের অবস্থা চোখে পড়েনা আপনাদের বেলায় আনা অন্যের বেলায় কাচকলা এটাতেই প্রমান আপনারা বড় সার্থপর,bully
3189,টাকার নোট বন্ধ ভারত বর্ষের মানুষের যতো অসুবিধা হয়েছে চেও অসুবিধা হয়েছে শোমোথিতো বাঙ্গলা,bully
3190,দালালি করো ভারত দাদি দেশ,bully
3191,বাংলাদেশে ভারতীয়রা আরো বেশী আছে৷,bully
3192,ভারত মুসলিম রাষ্ট্রীয় পরিনত হওয়ার,bully
3193,ভারত টা ছাড়লেই তোরা শেষ,bully
3194,ভারতে কয়টা জানেন,bully
3195,ভারতের নিরাপরাধ মানুষকে হত্যা,bully
3196,ভারতের বেলায় বর্ডার এলাকার মানুষ দেরকে নিরাপত্তা জায়গা সরিয়ে নিচ্ছে,bully
3197,ভারতের মালাউনরা বাংলাদেশে হিন্দুদের বড় বড় কথা,bully
3198,যাবার সময় টার অর্থ নিয়েছে এটাকি ফেরত দেবে বেদের অবিগগোতা বলছি ভারতের মানুষ এক মিনিটের কখোনো ভাল বাসা ভাল কথা বলেনা,bully
3199,রেন্ডিয়ান জঘন্য সিরিয়াল মাথাব্যাথা ডাবিং করাগুলো ইসলামিক,bully
3200,শেখ হাসিনা বলেই বাংলাদেশ ভারত,bully
3201,জাতি নীরব দর্শক সীমান্তে মৃত্যুদূত উপস্থিত প্রতিনিয়ত দেশের জনগণের ঈমানী চাহিদা পাকিস্তানের সাথে সম্পর্ক বজায় থাকুক ওসবের ধারে কাছেও বর্তমান সরকার ভারত প্রেমে হাবুডুবু খেতে খেতে মেয়াদ শেষ হয়ে,bully
3202,আরিফ হাসান মুসলিমদের হিন্দুদের দেশপ্রেম ব্রিটিশ শাসনামল বর্তমান যেভাবে তোমরা হিন্দুদের নির্যাতন কর এদেশে কেনতোমরা হিন্দুদের ভারতিয় এজেন্ট কর এদেশের নাগরিকই করনা ভারতের লোক ভারতে টাকা পাচার লাগে কেনতুমি এদেশে পাকির সৌদি ইরান ইন্দোনেশিয়ার গুনগান করবাংলাদেশের কয়টা হিন্দু ভারতে টাকা পাঠায়তাহলে তোরাই হলি সবচেয়ে বড় দেশদ্রোহী খোজ দেখ আমেরিকা ইউরোপে কাদের সংখ্যা দেশপ্রেমিক অন্যদেশে থাকিস আম,bully
3203,আরে বাহ বাহ বাহ বাহবা দিয়ে পারলাম দারুন চিন্তা কই অ্যামেরিকা তে নির্বাচন হয়েছে ভারত মালাউনদের দেশে নির্বাচন হয়েছে কই মন্তব্য মন্তব্য বিচার মানি তাল গাছ মন্তব্যের আপনাকে বাংলাদেশের দ্বিতীয় নোবেল পুরস্কার দেওয়ার জোড় দাবি জানাচ্ছি,bully
3204,আরে ভাই রহস্য রহস্য মুসলিম নিধন তারও কালচার কারন শাপলা চত্বরে সেও অমানবিক করেছিল বাংলাদেশ সরকার মুসলমানদের ভালোবাসেন ভারত হিন্দুদের আশ্রয় দেও ঘর বাড়ি বানিয়ে দিবে ধর্ম অনুসারি নিজেও জানেনা ধর্ম একটা ভারত গোলামি রোহিঙ্গাদের মন কাদলেও প্রধানমন্ত্রীর কাদে মুসলমান মুসলমানকে ভালোবাসে অসহায় রোহিঙ্গাদের মন কাদে,bully
3205,আরে ভাইয়েরা ভারতের সবাই রে কর সম্যাসা মিয়ানমারের মুসলিমদের বাঁচাতি কিন্তুু পাকিস্তান চুপ পরমাণুর অভাব একটা মারলেই মিয়ানমার শেষ,bully
3206,আরে ভারত থাকলে কাংলাদেশীরা পাকিসতানী চোদন খেয়ে শেষ হয়ে যেত,bully
3207,আরে ভিকারী চুদা রা তোরা ভুলে গেলী তোদের সাধীনতা দীয়ে ছিলাম,bully
3208,আরে মন্ত্রী সাহেব বাংলাদেশ ভারতের পাশেই কথাটা কোঠি মানুষই যানে,bully
3209,আরো লাশ উপহার দিল বিএসএফ,bully
3210,আরো শুহর বাচ্চা তোর আরো তোর বাপ তারাও জাকির নায়েক মুসলিম লীগের সন্তাবাধি ভারতে আরো নেতা দর,bully
3211,আর্যরা সনাতনধর্ম হিন্দু বৃহৎ ভারতবর্ষে সর্বপ্রথম আগমন,bully
3212,আলেম হত্যার নারকীয় উৎসব এসব গণহত্যার বিচার চাই,bully
3213,আল্লাহ কইছে তোরা মুসলিমরা চিন্তা করবি গরু হিন্দুগো মা মালাউনরা গরু ছোট যত্নসহকারে পালন কইরা বড় বড় হওয়ার তোগো বিক্রি তোরা জবাই কইরা খাবি অরা খালি পালবে তোরা খাবি পালবে তোর খাবি জন্যই হিন্দুরা গরুর গোস খাইতে রেন্ডিয়ারা কষ্ট কইরা গরু পালে গরু বিক্রি বাংলাদেশে গোস খায় বাংলাদেশেরর মানুষ রেন্ডিয়ারা খাইতে ওগো লইগা জাহেয গরুর মুত খাওয়া জাহেজ আহ শান্তি শান্তি,bully
3214,আল্লাহ কখনো জাতিকে সাহায্য সাহায্য ভারত মহাদেশের মুসলমানরা সালে কাঁদতে থাকতো পাকিস্তান নামের মুসলিম রাষ্ট্রের জন্ম হতো বাঙালিরা সালে শুধুই কাঁদতে থাকতাম বাংলাদেশ নামের প্রাণ প্রিয় মাতৃভূমি স্বাধীন হতো রোহিঙ্গা মুসলিমরা যতদিন সশস্র সংগ্রাম ততদিন শুধুই কাঁদতেই,bully
3215,আল্লাহর গজবে ভারত মায়ানমার ধবংস,bully
3216,আল্লাহর লানত পড়ক ভারতের মালায়নদের,bully
3217,আল্লাহু আকবার ভারতকে মুছে ফেলার সময় অতি নিকটে,bully
3218,আল্লাহুআকবার আল্লাহ মুসলিমরা নির্যাতিতো মানুষের যুদ্ধে নামছে আল্লাহ কাশ্মির হিংস্র ভারতীয়দের স্বাধীন,bully
3219,আল্লাহ্ ভারত একটা ভালো মতো শিক্ষা দেক আমিন আমিন আমিন,bully
3220,আশরাফুর বিষয়ে অতি বাড়াবাড়ি জীবনটাই নষ্ট করিয়েছে আলো এরচে হাজারগুণ বড় ঘটনা করেও ভারতের ধোনি রায়নারা খেলে,bully
3221,আসল জঈিতো ভারত সাথে কিসের একোথা,bully
3222,আসলে মুস্তাফিজ পাকিস্তান আফ্রিকা ভারত সাইজ পারছে মুস্তাফিজ আগের মত বাল ফেলাচ্ছেন সবাই আলামিন কার মাকে চুদছে আলামিন টিমে নেয়া হয়না গত বছরের বেস্ট বলার প্রত্যেক সিরিজে সোনা টিমে আনবে প্রতিপক্ষ সোনা ভাল লুজ,bully
3223,আসলেই বাংলাদেশ পারতো ভারত রান করত,bully
3224,আসলো কলিকাল দেশের প্রধানমন্ত্রীর মূখে পতিতার গাল,bully
3225,আহারে ভারতের বিপক্ষে বলাতে লোকের জ্বলতেছে,bully
3226,ইতি পাকিস্থানের মিডিয়া খবর দিয়েছে দশ ভারতীয় সৈন্য খতম আরো আটারো জখম ভারত মানুষ টার্গেট পাকি সৈন্যদের পারেনা,bully
3227,ইতিমধ্যে ভারতে মুসলিম নারী শিশুসহ নিহত হবার সংবাদ পাওয়া শোনা মুসলিম নারীদের নির্যাতন ভারতের গোলযোগময় পরিস্থিতি টিভিতে দেখছিলাম সময় নেত্রী হাসিনা ডাক,bully
3228,ইতিহাস পড়িস নি জানিস মাদ্রাসা ছাপেরা জানবে ভারতএর পোদ তাল গু বেরিয়েছিল তোদের জারজ বাপ ফাকিস্তান কাংলাদেশ,bully
3229,ইতিহাস সাক্ষি ভারত কতবার চুদে খাল পাকিস্থান,bully
3230,ইনশা আল্লাহ পাকিস্তান উইকেটে জিতবে ভারত বনাম পাকিস্তান মেচ,bully
3231,ইনিই হচ্ছেন ভারতের প্রতিরক্ষামন্ত্রী মনোহর পারিকর কদিন ঘোষনা বাংলাদেশ দখল মহাভারত গঠন আশ্চর্য তিনিই কিনা বরেন্য রাষ্ট্রীয় অতিথি,bully
3232,ইন্ডিয়া আইএসকে অর্থ যোগান দিয়ে আসছে এসব ভুলে গেলেতো হবেনা ভারত একটা ভন্ড জাতি সো এসব,bully
3233,ইন্ডিয়ান এক এক রাজ্যের সাথে তুলনা কর দেখবি এগিয়ে ফালতু কোথাকার,bully
3234,ইন্ডিয়ার মানুষ শিক্ষিত হাহাহা ফহিন্নিরে মানুষ,bully
3235,ইংল্যানড ভারতকে তুলোধুনো শুনতে ভালোই লাগল,bully
3236,ইংল্যান্ডের ভিসা ভারতিয়দের বন্দ,bully
3237,ইস কতোজনের জ্বলছে ভারত নামটা শুনলেই ভুত দেখার একজন দুইজন ভালোকিছু খবর ভারতের হিংসায় জলবেই এদিকে প্রিয় মনিব পাকিস্তান,bully
3238,কৃতজ্ঞতা নহে হইতেছে রেন্ডিয়ার অাওয়ামীলীগের চামচামী ৷,bully
3239,উত্তরবঙ্গ সহো দক্ষিণ পশ্চিম রেলপথ যোগাযোগ ঘন্টা বন্ধ কারো মাথাব্যথা ভারতে খবর ঠিকেই রাখছে নেএী,bully
3240,ভারতের মন্ত্রী ভারতের মন্ত্রীগন এগুলো পাকিস্তানের সাথে সম্পর্ক,bully
3241,দেশের কথা বলচে বাংলাদেশ ভারত,bully
3242,উন্নতির নামে মহাষড়যন্ত্র হয়েছে শকুনের হামলে পড়েছে চীন্তরাশিয়া জাপান্তভারতের কালো শকুনেরা দেশ দেশ একটা বাস্প ধীরে ধীরে বাস্প আরো মোটাতাজা বিস্ফোরণমুখী উন্নতির নামে বিদেশি চরেরা খুশি বড় বড় হোটেলগুলো বিদেশি গেস্ট দিয়ে ঠাসা প্রত্যন্ত অঞ্চলে বিদেশি কর্মী দিয়ে ভরা জাতি পেলো জানে,bully
3243,উন্নয়নের জোয়ারে লূঙ্গি বিপদ সীমার কাছাকাছি পৌঁছে,bully
3244,উপমহাদেশের মুসলমানদেরকে তিন ভাগে ভাগ হিন্দুভারতীয়রা,bully
3245,কাফের আরবে যৌন দাসী ভারতীয় বিশ্বাস আরব দেশ গুলোর খবর দেখ ভারতীয় পুরো দুনিয়াতে ভারতীয় যৌন দাসী,bully
3246,টেষ্ট হারলে ভারতীয়রা কুকের নুনুর পুজা,bully
3247,পাকিস্তানের টেষ্টে উইকেটে হার কাছেই এশিয়াকাপ ফাইনালে রানে হার এবছর বিশ্বকাপে ভারতের রানে হার ইংলিশদের সাথে ওডিআইতে জেতা ম্যাচ হার পারছিনা কালকে ম্যাচটা জিত ভাই দুঃখ ভুলে যাবো কথা দিলাম,bully
3248,বাঙালি জীবন বাঁচাতে ভারতে আশ্রয় নিচ্ছিল ভারত সীমান্ত খুলে দিয়েছিল পুশ ব্যাক লাথি মেরে সীমান্ত তাড়িয়ে দেয় নি আশ্রয় দেয়ার পেছনে ভারতের কিছুটা রাজনৈতিক স্বার্থ মুসলমান বাঙালির জীবন সেবার রক্ষা পেয়েছিল হিন্দু ভারতের উদারতায় পরিস্থিতিতে রোহিঙ্গা মুসলমানদেরকে আশ্রয় দিয়ে সীমান্ত বন্ধ বাংলাদেশ মুসলমান হয়েও মুসলমানের মৃত্যু সম্ভ্রম পরাজয় বেঈমান জাতির তুচ্ছ আচ্ছা ধর্মীয় পরিচয় অপসৃত,bully
3249,যেনো ভারতীয় শকুন বাংলাদেশের মানচিত্রের জামিন হয়েছে,bully
3250,জাতির নেতা ভারতে টেন দুরঘটনায় হিন্দু নিহত হয়েছে এনি পোক পুকাশ মায়ানমারে মুসল মানদের এনি কথা বলছেন মানেকি এনি মুসল মান ভাইদের মারার পঞে,bully
3251,খবর ভারতীয়রাও জানে পাকি দালাল নয়া দিগন্ত জেনে লুঙ্গি দিয়ে প্যারাসূট বানিয়ে হাওয়ায় উড়ছে,bully
3252,খানকি ভারত বাংলাদেশ দান করেছ পাকিস্তান আতঙ্কবাদী দেশ,bully
3253,খানকির ছেলেরা হারলি বাঘ আবারো নেরি কুততা গেলো কুকুর বাঘ সাজতে যায়,bully
3254,ঘটনা পাকিস্তানি সেনারা ঘটাতো যেত রেন্ডিয়ার সংবাদ মাধ্যমগুলো কিভাবে ফলাও প্রকাশ,bully
3255,জন্যইতো বর্তমানে সারা পৃথিবীব্যাপি মুসলিমদের এতো দুরবস্থা একটাই কারন তাহলো ঐক্যের অভাব বুঝবোনা বুঝাতে পারেনা মাদকদ্রব্য রোহিঙ্গারা মিয়ানমার আসছেমিয়ানমারের সাথে কতটুকু সিমান্ত প্রতিদিনযে এদেশীয় একশ্রেনীর বাঙালী কুলাঙ্গারেরা টাকার মাদকদ্রব্য ভারত আসছে খারাফ দেখার বিষয় বিপদে পড়লে সাহায্য মানবতা মুসলিম,bully
3256,জানোয়ারের বাচ্চাকে গণধোলাই দেয়ার আহ্বান রইল বাংলাদেশের তৌহিদী জনতার,bully
3257,এক ভিখারির বাচ্চা ভাগে টাকা পড়ে রেন্ডিয়ান ভিখারিকে টাকা দিয়ে বিদায় করো,bully
3258,দেশ পাকিস্তান ভারতের সাহস হতনা,bully
3259,দেশটাই ভারতের একটা অঙ্গরাজ্য ভনিতা দরকার,bully
3260,ধরমো ধরমো দেশ ভাগ প্রীথিবি ভাগ পাশের বাড়ির হরিদাসের বাড়িতে খাওয়াতো দূরের কথা বসেনা হাফেজ আমীর বিন কাশিম গোপালের মা বসতে দেয়না জাত জাত সেকি চারটেখানে কথাএই পরবো হয়েছে ধরমের নামে কোন্দল ভারত আট মুসলিম মারবে অর্ডার আসবে মারদো সালেকো নাসিরনগরে হিন্দুদের ঘরে আগুন লোকটার সাথে প্রতিদিন স্বরনের দাম কষাকষি তাকেই চেনার ভান বেধরক পিটুনি এলাকার মাতাব্বুর মকবুল মিয়া ভাববে মালাওন রা এদেশ গেলেই,bully
3261,ধোনের রোহিজ্ঞা খেদায়,bully
3262,নিউজটা ভারতের দালাল বুজাই,bully
3263,নিয়ম অপরাধ বৈধতা পাবে নিয়ম ভারতের চালুর কোনো প্রয়োজন,bully
3264,নির্যাতনের জবাব কাল ব্যালটের পারবেন,bully
3265,পিচে বাংলাদেশ খেললে রান কোরতে ভারত রান খমতা রাখেনা কারন আমরাই বিশশের সেরা টা পোয়েছি ভারত বছরে পাশে আসতে পারবে কিরিকেটে চুরি কোরতে,bully
3266,বালকাতার আকাডা নুনুর বাচ্চাদের মত মাদার চোদ ওয়ার্ল্ড নিচু মানের অন্যের ভালো কখনো হিন্দু জাতটাই হিংসুটে সুধু মুসলিমদের বাংলাদেশীদের গালাগাল আমেরিকানরা মা বোনদের লেংটু চুদে খুসি আমেরিকানদের চোদা খেতে মালুরা পছন্দ মুসলিম কিসু গায়ে ফোস্কা নিচু জাত দেবযানিকে আমেরিকা এক মাস আমেরিকাতে ভারতের দূতাবাসে ল্যাংটা রক্ষিতা বানিয়ে রেখেছিল আমেরিকান কনসুলেট দেব,bully
3267,বালের কন্ঠ সালায় আসলেই রেন্ডিয়া চারালের জন্মের নিউজ বেসির বাগই বকবাজ,bully
3268,ভারত বাংলাদেশের দ্বিতীয় ইজরাইল প্রতিটি কদমে কদমে প্রমানিত,bully
3269,ভারতীয় ভিখেরী শালা গো পেইজ শালারা বাংলাদেশের পেইজে ঢুকে ঘেউ ঘেউ তাইলেই বোঝ তোদের ভারত মাতা তোদের বাঙালীদের জন্যে টা ফেইসবুক পেইজ করেনি দেশের পেইজে গরুর মুত খেয়ে গন্ধ ছড়াচ্ছিস,bully
3270,মূহুর্তে ভারত পাকিস্তান কথা শুনতে চাইনা মায়ানমারের দুখি মানুষ গুলাকে বেশী বেশী লিখেন,bully
3271,ভারতের নিউজ সংগ্রহ তাইলে বুয়া বিপরিত ঘটছে,bully
3272,একটা মাল রেন্ডিয়ায় রে পাকিস্তান ঘৃনা করলেও এসব পারমানবিকের তুরাই তাল হারাবি,bully
3273,রামছাগল টা ভারতের ঘাড়ে চেপে বসেছে ভারত ইতিহাসের উল্টো হাটবে স্বাভাবিক,bully
3274,রাষ্ট্রীয় সন্ত্রাসের শেষ কোথায় মাবাবার শিবির নেতাকে হত্যা,bully
3275,রেন্ডিয়ান ভিখারি গরুর সন্তান তোদের মালাউনদের মত পশুর গো মূত্র খায় মালাউন রেন্ডিয়ান ভিখারি,bully
3276,শালা আসলেই পুলিশ আবৈধ আওয়ামী দালাল,bully
3277,শালা মাদারচোদ তাকিয়ে দেখ লাল সবুজের পতাকার এখনো চিৎকার বলতেছে শহীদ ভাইদের কথা ৷,bully
3278,শালিরে মুদির সাথে বিয়ে দিয়ে ভারত পাঠিয়ে দাও ভাল শোক দিবস পালন পারব,bully
3279,কথা রেন্ডিয়া বলদ দেশে পুশ পায়তারা,bully
3280,পাগলের বিলাপ কইরা লাভ বন্ধুকের নল ভারতের কাত আছেন মানা করব দয়া কইরা চীন যুদ্ধ বিমান নিছেন অইডারে একটু মিয়ানমারের ঘুরায় আনেন রোহিঙ্গাদের জনাব নওয়াজ শরীফ,bully
3281,সালা একটা টাউট লোক অবাঙালি ভারতে পুরোটা হিসেব এক কুটি বাঙালি পাবেনা কুঠির হিসাব কষছে,bully
